Animal ID,Animal Type,Breed,Size,Intake Date,Outcome Type,Outcome Zip Code,Intake Jurisdiction,Outcome Jurisdiction,Location
A369436,DOG,WELSH CORGI CAR/MIX,SMALL,10/01/2019,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A343336,CAT,DOMESTIC SH,KITTN,10/08/2016,EUTHANIZE,,SANTA ROSA,,
A378293,DOG,CHINESE SHARPEI/MIX,PUPPY,10/18/2018,TRANSFER,95462.0,SANTA ROSA,COUNTY,"95462(38.468829, -123.018829)"
A354749,CAT,DOMESTIC SH,KITTN,07/07/2017,ADOPTION,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A356002,DOG,CHIHUAHUA SH/MIX,TOY,07/27/2017,RETURN TO OWNER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A398879,CAT,SIAMESE/MIX,KITTN,07/13/2020,ADOPTION,95448.0,SANTA ROSA,*HEALDSBURG,"95448(38.618857, -122.861927)"
A410239,DOG,GERM SHEPHERD/AUST CATTLE DOG,SMALL,02/24/2022,ADOPTION,95425.0,SANTA ROSA,COUNTY,"95425(38.790859, -123.010876)"
A337766,CAT,DOMESTIC SH,SMALL,05/31/2016,ADOPTION,95403.0,SANTA ROSA,COUNTY,"95403(38.486997, -122.749134)"
A277210,DOG,LABRADOR RETR,MED,04/14/2022,RETURN TO OWNER,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A405579,DOG,CHIHUAHUA SH/MIX,SMALL,06/24/2021,RETURN TO OWNER,95446.0,COUNTY,COUNTY,"95446(38.510032, -122.996796)"
A347030,CAT,DOMESTIC SH,SMALL,01/10/2017,ADOPTION,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A407645,DOG,GERM SHEPHERD/MIX,MED,11/04/2021,RETURN TO OWNER,95472.0,SANTA ROSA,COUNTY,"95472(38.394388, -122.850998)"
A377207,CAT,DOMESTIC SH,KITTN,10/03/2018,ADOPTION,95476.0,SANTA ROSA,*SONOMA,"95476(38.280393, -122.464588)"
A318717,DOG,PIT BULL,LARGE,01/15/2017,RETURN TO OWNER,,SANTA ROSA,SANTA ROSA,
A363718,DOG,POODLE TOY,SMALL,10/27/2017,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A300278,CAT,DOMESTIC LH,SMALL,08/19/2017,EUTHANIZE,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A375909,DOG,PIT BULL,MED,03/01/2020,EUTHANIZE,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A379651,DOG,PIT BULL,LARGE,02/04/2019,EUTHANIZE,94945.0,SANTA ROSA,OUT OF COUNTY,"94945(38.117407, -122.559327)"
A316995,DOG,CHIHUAHUA SH/MIX,SMALL,02/21/2015,ADOPTION,95409.0,SANTA ROSA,SANTA ROSA,"95409(38.458965, -122.630156)"
A322704,CAT,DOMESTIC SH,KITTN,06/05/2015,ADOPTION,95403.0,SANTA ROSA,COUNTY,"95403(38.486997, -122.749134)"
A339435,CAT,DOMESTIC SH,KITTN,07/09/2016,ADOPTION,95492.0,SANTA ROSA,*WINDSOR,"95492(38.541541, -122.809202)"
A368089,DOG,ALASKAN HUSKY/GERM SHEPHERD,LARGE,02/13/2018,RETURN TO OWNER,95407.0,COUNTY,SANTA ROSA,"95407(38.403734, -122.736775)"
A256618,DOG,BICHON FRISE,SMALL,04/03/2019,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A395787,DOG,PIT BULL,MED,01/24/2020,RETURN TO OWNER,95403.0,SANTA ROSA,COUNTY,"95403(38.486997, -122.749134)"
A398053,CAT,DOMESTIC LH,KITTN,06/20/2020,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A387076,CAT,DOMESTIC SH,KITTN,05/18/2019,ADOPTION,95492.0,SANTA ROSA,,"95492(38.541541, -122.809202)"
A374694,CAT,DOMESTIC SH,KITTN,07/12/2018,ADOPTION,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A344951,DOG,PIT BULL/ROTTWEILER,LARGE,08/15/2017,RETURN TO OWNER,95472.0,SANTA ROSA,*SEBASTOPOL,"95472(38.394388, -122.850998)"
A305073,DOG,MIN PINSCHER/MIX,SMALL,10/10/2014,RETURN TO OWNER,95472.0,COUNTY,COUNTY,"95472(38.394388, -122.850998)"
A348960,DOG,GERM SHEPHERD,MED,11/16/2017,RETURN TO OWNER,95453.0,SANTA ROSA,OUT OF COUNTY,"95453(39.043586, -122.936436)"
A379051,CAT,DOMESTIC LH,KITTN,10/30/2018,TRANSFER,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A362434,DOG,POODLE TOY/MIX,SMALL,10/10/2017,TRANSFER,94103.0,SANTA ROSA,OUT OF COUNTY,"94103(37.772469, -122.411853)"
A367946,CAT,HIMALAYAN,SMALL,05/02/2018,ADOPTION,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A376342,DOG,POMERANIAN,SMALL,08/28/2021,RETURN TO OWNER,,COUNTY,COUNTY,
A300362,DOG,COCKER SPAN/MIX,MED,12/07/2013,ADOPTION,95409.0,COUNTY,SANTA ROSA,"95409(38.458965, -122.630156)"
A315523,DOG,SIBERIAN HUSKY/MIX,LARGE,01/06/2015,RETURN TO OWNER,99701.0,COUNTY,OUT OF COUNTY,"99701(64.799895, -147.709756)"
A334438,DOG,SHETLD SHEEPDOG/MIX,SMALL,03/17/2016,ADOPTION,94954.0,SANTA ROSA,COUNTY,"94954(38.245316, -122.59871)"
A386332,DOG,BORDER COLLIE/MIX,PUPPY,04/19/2019,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A395218,DOG,AKBASH/MIX,LARGE,12/26/2019,RETURN TO OWNER,95215.0,COUNTY,OUT OF COUNTY,"95215(37.953574, -121.179776)"
A411365,CAT,DOMESTIC SH,SMALL,05/10/2022,TRANSFER,94598.0,SANTA ROSA,OUT OF COUNTY,"94598(37.916331, -122.020165)"
A268201,DOG,PIT BULL/CHINESE SHARPEI,MED,01/06/2014,RETURN TO OWNER,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A340173,CAT,DOMESTIC SH,KITTN,07/28/2016,TRANSFER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A301788,DOG,CHIHUAHUA SH,TOY,01/14/2018,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A296660,DOG,PIT BULL,MED,09/02/2017,EUTHANIZE,95404.0,COUNTY,SANTA ROSA,"95404(38.458384, -122.675588)"
A318118,DOG,GREAT PYRENEES,LARGE,01/28/2020,RETURN TO OWNER,95404.0,SANTA ROSA,COUNTY,"95404(38.458384, -122.675588)"
A403296,DOG,CHIHUAHUA SH,TOY,03/24/2021,ADOPTION,95014.0,COUNTY,,"95014(37.316166, -122.048061)"
A303174,DOG,PIT BULL,MED,02/13/2015,ADOPTION,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A410526,DOG,GERM SHEPHERD/MIX,MED,03/15/2022,ADOPTION,95476.0,COUNTY,COUNTY,"95476(38.280393, -122.464588)"
A411856,DOG,GERM SHEPHERD,MED,06/04/2022,EUTHANIZE,,SANTA ROSA,,
A372931,CAT,DOMESTIC SH,SMALL,05/25/2018,TRANSFER,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A382220,DOG,LABRADOR RETR/MIX,PUPPY,12/27/2018,ADOPTION,94954.0,COUNTY,*PETALUMA,"94954(38.245316, -122.59871)"
A323978,DOG,ROTTWEILER,MED,07/04/2015,RETURN TO OWNER,95405.0,COUNTY,SANTA ROSA,"95405(38.439152, -122.672541)"
A326650,CAT,DOMESTIC SH,SMALL,09/04/2015,EUTHANIZE,,SANTA ROSA,,
A370493,CAT,DOMESTIC SH,SMALL,03/28/2018,ADOPTION,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A408926,DOG,SIBERIAN HUSKY,MED,01/15/2022,EUTHANIZE,,*SONOMA,,
A310650,DOG,GERM SHEPHERD,MED,02/16/2015,RETURN TO OWNER,95425.0,COUNTY,COUNTY,"95425(38.790859, -123.010876)"
A367802,DOG,POMERANIAN,SMALL,10/18/2019,RETURN TO OWNER,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A348500,CAT,DOMESTIC LH,SMALL,02/17/2017,EUTHANIZE,,SANTA ROSA,,
A303688,DOG,PIT BULL,LARGE,05/20/2014,EUTHANIZE,95492.0,SANTA ROSA,*WINDSOR,"95492(38.541541, -122.809202)"
A406973,DOG,AKITA,MED,09/30/2021,ADOPTION,94582.0,COUNTY,OUT OF COUNTY,"94582(37.765828, -121.918294)"
A331957,CAT,DOMESTIC SH,SMALL,01/15/2016,ADOPTION,95409.0,COUNTY,SANTA ROSA,"95409(38.458965, -122.630156)"
A323015,CAT,DOMESTIC SH,KITTN,06/17/2015,ADOPTION,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A305461,CAT,DOMESTIC SH,SMALL,04/17/2014,ADOPTION,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A381308,DOG,MANCHESTER TERR,MED,12/01/2018,TRANSFER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A333923,DOG,BRUSS GRIFFON/CHIHUAHUA SH,TOY,03/08/2016,ADOPTION,95404.0,*WINDSOR,SANTA ROSA,"95404(38.458384, -122.675588)"
A324968,DOG,SIBERIAN HUSKY,LARGE,08/07/2015,ADOPTION,95423.0,SANTA ROSA,OUT OF COUNTY,"95423(39.104621, -122.648512)"
A407307,DOG,AM PIT BULL TER,LARGE,03/09/2022,TRANSFER,95407.0,OUT OF COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A361044,CAT,DOMESTIC SH,KITTN,09/16/2017,ADOPTION,95472.0,COUNTY,COUNTY,"95472(38.394388, -122.850998)"
A334826,DOG,POMERANIAN/MIX,TOY,02/10/2016,ADOPTION,94928.0,COUNTY,*ROHNERT PARK,"94928(38.346718, -122.695947)"
A315548,CAT,DOMESTIC LH,SMALL,01/07/2015,ADOPTION,95401.0,COUNTY,SANTA ROSA,"95401(38.446019, -122.766748)"
A353701,CAT,DOMESTIC SH,KITTN,06/08/2017,EUTHANIZE,,COUNTY,,
A362684,CAT,DOMESTIC SH,SMALL,10/17/2017,RETURN TO OWNER,95492.0,*WINDSOR,*WINDSOR,"95492(38.541541, -122.809202)"
A395616,DOG,PAPILLON/PARSON RUSS TER,MED,01/15/2020,ADOPTION,95405.0,SANTA ROSA,SANTA ROSA,"95405(38.439152, -122.672541)"
A362490,CAT,SIAMESE,SMALL,10/11/2017,RETURN TO OWNER,95403.0,SANTA ROSA,COUNTY,"95403(38.486997, -122.749134)"
A396933,DOG,PIT BULL,LARGE,03/22/2020,RETURN TO OWNER,95441.0,COUNTY,COUNTY,"95441(38.729916, -122.883041)"
A407172,CAT,DOMESTIC SH,SMALL,10/13/2021,ADOPTION,95401.0,SANTA ROSA,COUNTY,"95401(38.446019, -122.766748)"
A354172,CAT,DOMESTIC SH,SMALL,06/21/2017,EUTHANIZE,,SANTA ROSA,,
A315774,DOG,PARSON RUSS TER,SMALL,01/14/2015,ADOPTION,95476.0,COUNTY,*SONOMA,"95476(38.280393, -122.464588)"
A337981,CAT,DOMESTIC SH,KITTN,06/04/2016,TRANSFER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A408491,DOG,CHIHUAHUA SH/MIX,TOY,12/18/2021,EUTHANIZE,,SANTA ROSA,,
A315221,DOG,GERM SHEPHERD/MIX,PUPPY,12/22/2014,ADOPTION,94928.0,COUNTY,*ROHNERT PARK,"94928(38.346718, -122.695947)"
A317935,DOG,PIT BULL,LARGE,03/13/2015,ADOPTION,95405.0,SANTA ROSA,SANTA ROSA,"95405(38.439152, -122.672541)"
A246244,DOG,AMERICAN STAFF,LARGE,12/12/2015,RETURN TO OWNER,95492.0,*WINDSOR,*WINDSOR,"95492(38.541541, -122.809202)"
A402569,DOG,BORDER COLLIE/MIX,MED,02/19/2021,RETURN TO OWNER,95404.0,COUNTY,COUNTY,"95404(38.458384, -122.675588)"
A309191,CAT,DOMESTIC SH,KITTN,07/18/2014,ADOPTION,94928.0,COUNTY,*ROHNERT PARK,"94928(38.346718, -122.695947)"
A354050,DOG,LABRADOR RETR,MED,06/16/2017,RETURN TO OWNER,95403.0,*WINDSOR,*WINDSOR,"95403(38.486997, -122.749134)"
A331225,DOG,SIBERIAN HUSKY/MIX,MED,07/22/2017,RETURN TO OWNER,95436.0,COUNTY,COUNTY,"95436(38.491884, -122.90672)"
A305554,CAT,SIAMESE,SMALL,04/19/2014,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A401625,DOG,DOGUE DE BORDX,LARGE,12/02/2020,RETURN TO OWNER,,SANTA ROSA,SANTA ROSA,
A034302,DOG,LABRADOR RETR,LARGE,02/20/2015,RETURN TO OWNER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A326134,DOG,PIT BULL/MIX,MED,08/19/2015,ADOPTION,93240.0,COUNTY,OUT OF COUNTY,"93240(35.626556, -118.438061)"
A407777,DOG,CHIHUAHUA SH,SMALL,11/12/2021,TRANSFER,95476.0,SANTA ROSA,COUNTY,"95476(38.280393, -122.464588)"
A410255,DOG,SIBERIAN HUSKY,MED,04/05/2022,RETURN TO OWNER,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A338222,CAT,RUSSIAN BLUE/MIX,SMALL,06/13/2016,RETURN TO OWNER,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A357514,DOG,CHIHUAHUA SH,SMALL,08/21/2017,ADOPTION,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A348491,CAT,DOMESTIC SH,KITTN,02/16/2017,ADOPTION,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A384550,DOG,GERM SHEPHERD,LARGE,04/23/2019,ADOPTION,95476.0,SANTA ROSA,COUNTY,"95476(38.280393, -122.464588)"
A313341,CAT,DOMESTIC LH,SMALL,10/31/2014,DIED,,COUNTY,,
A388763,CAT,DOMESTIC SH,KITTN,06/18/2019,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A339153,CAT,DOMESTIC SH,KITTN,07/01/2016,ADOPTION,95409.0,COUNTY,SANTA ROSA,"95409(38.458965, -122.630156)"
A028778,DOG,LABRADOR RETR,LARGE,07/03/2015,RETURN TO OWNER,95472.0,COUNTY,*SEBASTOPOL,"95472(38.394388, -122.850998)"
A406020,DOG,CHIHUAHUA SH,SMALL,07/25/2021,RTOS,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A387999,CAT,DOMESTIC SH,KITTN,06/04/2019,TRANSFER,94952.0,COUNTY,*PETALUMA,"94952(38.236012, -122.730241)"
A307410,DOG,CHIHUAHUA SH/MIX,TOY,01/13/2020,RETURN TO OWNER,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A374355,CAT,DOMESTIC SH,KITTN,06/29/2018,RETURN TO OWNER,94952.0,COUNTY,COUNTY,"94952(38.236012, -122.730241)"
A343244,CAT,DOMESTIC SH,KITTN,10/06/2016,EUTHANIZE,,COUNTY,,
A368046,DOG,PARSON RUSS TER/MIX,SMALL,02/10/2018,RETURN TO OWNER,95448.0,*WINDSOR,*HEALDSBURG,"95448(38.618857, -122.861927)"
A326998,DOG,POMERANIAN,TOY,09/15/2015,RETURN TO OWNER,95405.0,SANTA ROSA,SANTA ROSA,"95405(38.439152, -122.672541)"
A395127,CAT,DOMESTIC LH,SMALL,12/20/2019,TRANSFER,95687.0,SANTA ROSA,OUT OF COUNTY,"95687(38.346768, -121.947423)"
A309779,DOG,CHIHUAHUA SH,TOY,08/05/2014,ADOPTION,95405.0,*WINDSOR,SANTA ROSA,"95405(38.439152, -122.672541)"
A389589,DOG,CHIHUAHUA SH/MIX,SMALL,07/20/2019,RETURN TO OWNER,95425.0,COUNTY,COUNTY,"95425(38.790859, -123.010876)"
A355661,CAT,DOMESTIC MH,SMALL,07/17/2017,DISPOSAL,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A364942,DOG,POODLE MIN/MIX,SMALL,11/26/2017,EUTHANIZE,,SANTA ROSA,,
A411765,CAT,DOMESTIC SH,KITTN,05/28/2022,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A309278,DOG,REDBONE HOUND/PIT BULL,LARGE,07/21/2014,EUTHANIZE,,COUNTY,,
A349223,DOG,GERM SHEPHERD,LARGE,03/10/2017,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A300485,DOG,CHIHUAHUA SH/MIX,TOY,12/11/2013,ADOPTION,95472.0,SANTA ROSA,*SEBASTOPOL,"95472(38.394388, -122.850998)"
A349474,DOG,PIT BULL,LARGE,03/14/2017,EUTHANIZE,,COUNTY,,
A375031,CAT,DOMESTIC SH,SMALL,07/30/2018,TRANSFER,95407.0,COUNTY,SANTA ROSA,"95407(38.403734, -122.736775)"
A376178,CAT,DOMESTIC SH,KITTN,09/18/2018,TRANSFER,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A362632,DOG,AKBASH,X-LRG,10/16/2017,RETURN TO OWNER,95409.0,COUNTY,COUNTY,"95409(38.458965, -122.630156)"
A307552,DOG,CHIHUAHUA SH,TOY,04/24/2018,RETURN TO OWNER,94952.0,COUNTY,COUNTY,"94952(38.236012, -122.730241)"
A353283,CAT,DOMESTIC SH,KITTN,05/26/2017,TRANSFER,95403.0,COUNTY,COUNTY,"95403(38.486997, -122.749134)"
A309775,DOG,BORDER COLLIE,MED,08/17/2017,RETURN TO OWNER,,SANTA ROSA,SANTA ROSA,
A374372,DOG,PIT BULL,LARGE,06/30/2018,ADOPTION,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A343242,DOG,CHIHUAHUA SH/MIX,SMALL,10/25/2019,TRANSFER,94598.0,COUNTY,OUT OF COUNTY,"94598(37.916331, -122.020165)"
A326527,CAT,DOMESTIC SH,KITTN,09/01/2015,RETURN TO OWNER,95462.0,COUNTY,COUNTY,"95462(38.468829, -123.018829)"
A362462,CAT,SIAMESE,KITTN,10/10/2017,TRANSFER,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A386845,CAT,DOMESTIC MH,KITTN,05/10/2019,ADOPTION,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A297253,DOG,CHIHUAHUA SH,SMALL,11/05/2015,RETURN TO OWNER,94952.0,COUNTY,COUNTY,"94952(38.236012, -122.730241)"
A342578,DOG,LABRADOR RETR,LARGE,09/23/2017,RETURN TO OWNER,95472.0,SANTA ROSA,COUNTY,"95472(38.394388, -122.850998)"
A314869,DOG,BASSET HOUND/PARSON RUSS TER,SMALL,12/11/2018,RETURN TO OWNER,94954.0,COUNTY,COUNTY,"94954(38.245316, -122.59871)"
A326098,CAT,DOMESTIC MH,SMALL,08/17/2015,ADOPTION,95403.0,OUT OF COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A312800,DOG,CHIHUAHUA SH,SMALL,10/16/2014,ADOPTION,95409.0,SANTA ROSA,COUNTY,"95409(38.458965, -122.630156)"
A374536,DOG,PIT BULL,LARGE,03/23/2017,RETURN TO OWNER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A326395,CAT,DOMESTIC SH,KITTN,08/28/2015,DIED,,COUNTY,,
A405245,DOG,LABRADOR RETR,LARGE,06/07/2021,RETURN TO OWNER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A302657,CAT,DOMESTIC SH,SMALL,02/13/2014,ADOPTION,95448.0,COUNTY,*HEALDSBURG,"95448(38.618857, -122.861927)"
A410868,DOG,GREAT DANE,SMALL,04/07/2022,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A397737,DOG,CHIHUAHUA SH,SMALL,08/30/2021,TRANSFER,95503.0,SANTA ROSA,OUT OF COUNTY,"95503(40.757005, -124.147251)"
A377977,CAT,DOMESTIC SH,KITTN,10/17/2018,ADOPTION,95492.0,*WINDSOR,*WINDSOR,"95492(38.541541, -122.809202)"
A305363,CAT,DOMESTIC SH,SMALL,04/15/2014,ADOPTION,95403.0,COUNTY,COUNTY,"95403(38.486997, -122.749134)"
A327826,DOG,PIT BULL,MED,09/30/2015,EUTHANIZE,,*SONOMA,,
A327897,DOG,BOSTON TERRIER,SMALL,10/27/2017,RETURN TO OWNER,95492.0,*WINDSOR,*WINDSOR,"95492(38.541541, -122.809202)"
A236090,DOG,CHIHUAHUA SH,SMALL,07/06/2016,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A372534,CAT,DOMESTIC SH,KITTN,05/15/2018,ADOPTION,95492.0,SANTA ROSA,*WINDSOR,"95492(38.541541, -122.809202)"
A368576,DOG,GERM SHEPHERD,LARGE,06/13/2018,RETURN TO OWNER,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A330329,DOG,PIT BULL & MIX,MED,07/05/2022,RETURN TO OWNER,95476.0,COUNTY,*SONOMA,"95476(38.280393, -122.464588)"
A333931,CAT,DOMESTIC SH,MED,03/09/2016,EUTHANIZE,,COUNTY,,
A407589,DOG,GREAT PYRENEES,LARGE,12/14/2021,ADOPTION,95404.0,COUNTY,SANTA ROSA,"95404(38.458384, -122.675588)"
A291177,DOG,CHIHUAHUA SH,TOY,01/22/2014,RETURN TO OWNER,94928.0,COUNTY,*ROHNERT PARK,"94928(38.346718, -122.695947)"
A410917,DOG,CHIHUAHUA SH/MIX,SMALL,04/09/2022,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A339071,CAT,DOMESTIC SH,SMALL,06/29/2016,EUTHANIZE,,SANTA ROSA,,
A298424,DOG,PARSON RUSS TER/MIX,SMALL,03/14/2014,ADOPTION,95472.0,*WINDSOR,*SEBASTOPOL,"95472(38.394388, -122.850998)"
A368113,CAT,DOMESTIC SH,SMALL,01/03/2019,TRANSFER,94574.0,COUNTY,OUT OF COUNTY,"94574(38.525993, -122.432854)"
A338655,DOG,CHIHUAHUA SH,SMALL,06/22/2016,EUTHANIZE,,SANTA ROSA,,
A362551,DOG,BOXER/MIX,MED,10/13/2017,ADOPTION,95472.0,COUNTY,COUNTY,"95472(38.394388, -122.850998)"
A377674,DOG,YORKSHIRE TERRI,,05/23/2022,RETURN TO OWNER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A375958,CAT,DOMESTIC SH,KITTN,09/11/2018,ADOPTION,95405.0,COUNTY,SANTA ROSA,"95405(38.439152, -122.672541)"
A405346,CAT,DOMESTIC SH,KITTN,06/15/2021,TRANSFER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A412001,DOG,ENG COONHOUND/MIX,MED,06/15/2022,RETURN TO OWNER,95472.0,COUNTY,COUNTY,"95472(38.394388, -122.850998)"
A362029,DOG,BORDER COLLIE/MIX,LARGE,09/05/2017,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A353876,CAT,DOMESTIC SH,SMALL,06/09/2017,RETURN TO OWNER,95472.0,COUNTY,COUNTY,"95472(38.394388, -122.850998)"
A387332,CAT,DOMESTIC SH,SMALL,05/24/2019,EUTHANIZE,,COUNTY,,
A312303,DOG,FOX TERR SMOOTH/MIX,SMALL,09/28/2014,ADOPTION,94945.0,SANTA ROSA,OUT OF COUNTY,"94945(38.117407, -122.559327)"
A373174,CAT,DOMESTIC SH,KITTN,05/31/2018,RETURN TO OWNER,95401.0,COUNTY,COUNTY,"95401(38.446019, -122.766748)"
A393895,DOG,PIT BULL,MED,11/22/2019,RETURN TO OWNER,95403.0,COUNTY,COUNTY,"95403(38.486997, -122.749134)"
A336563,DOG,PIT BULL,LARGE,05/04/2016,RETURN TO OWNER,95492.0,COUNTY,*WINDSOR,"95492(38.541541, -122.809202)"
A366833,DOG,CHIHUAHUA SH/DACHSHUND,SMALL,01/13/2018,EUTHANIZE,,COUNTY,,
A326220,CAT,DOMESTIC SH,KITTN,08/21/2015,ADOPTION,95403.0,*ROHNERT PARK,SANTA ROSA,"95403(38.486997, -122.749134)"
A366886,DOG,PIT BULL/LABRADOR RETR,LARGE,09/28/2018,RETURN TO OWNER,95407.0,COUNTY,SANTA ROSA,"95407(38.403734, -122.736775)"
A412449,DOG,PIT BULL,MED,07/13/2022,RETURN TO OWNER,95436.0,COUNTY,COUNTY,"95436(38.491884, -122.90672)"
A374234,DOG,LABRADOR RETR,LARGE,06/24/2018,TRANSFER,94804.0,*WINDSOR,OUT OF COUNTY,"94804(37.922963, -122.338618)"
A399398,DOG,CHIHUAHUA SH,SMALL,08/06/2020,TRANSFER,94952.0,*CLOVERDALE,*PETALUMA,"94952(38.236012, -122.730241)"
A309513,CAT,DOMESTIC SH,LARGE,07/29/2014,TRANSFER,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A367989,CAT,DOMESTIC SH,SMALL,02/08/2018,EUTHANIZE,,COUNTY,,
A344972,CAT,SIAMESE/MIX,LARGE,06/10/2017,ADOPTION,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A300591,DOG,MIN PINSCHER,TOY,01/02/2014,DIED,,OUT OF COUNTY,,
A338062,CAT,DOMESTIC SH,SMALL,06/07/2016,EUTHANIZE,,COUNTY,,
A399411,DOG,NEWFOUNDLAND/MIX,LARGE,08/07/2020,TRANSFER,94598.0,SANTA ROSA,OUT OF COUNTY,"94598(37.916331, -122.020165)"
A285425,DOG,PIT BULL,LARGE,10/25/2014,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A331297,DOG,GERM SHEPHERD,LARGE,04/11/2016,RETURN TO OWNER,95472.0,COUNTY,COUNTY,"95472(38.394388, -122.850998)"
A386294,CAT,DOMESTIC SH,KITTN,04/18/2019,TRANSFER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A305053,DOG,PIT BULL,MED,04/07/2014,EUTHANIZE,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A354551,CAT,DOMESTIC SH,SMALL,06/28/2017,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A357611,DOG,CHIHUAHUA SH,TOY,08/24/2017,RETURN TO OWNER,95448.0,SANTA ROSA,*HEALDSBURG,"95448(38.618857, -122.861927)"
A323843,CAT,DOMESTIC SH,KITTN,06/30/2015,EUTHANIZE,,COUNTY,,
A404738,CAT,DOMESTIC SH,SMALL,05/14/2021,ADOPTION,94951.0,SANTA ROSA,COUNTY,"94951(38.314417, -122.656863)"
A313493,DOG,PIT BULL,LARGE,11/06/2014,EUTHANIZE,95401.0,*WINDSOR,SANTA ROSA,"95401(38.446019, -122.766748)"
